CATEGORY,SIZE,PRICE,CONTENT RATING,TYPE,INSTALLS,RATING,Free,Paid,REVIEWS
Family,3.6,0.0,Mature,Free,100000,4.3,1,0,589.0
Game,84.0,0.0,Everyone,Free,10000000,4.3,1,0,90415.0
Family,5.9,0.0,Everyone,Free,100000,4.2,1,0,450.0
Tools,2.2,0.0,Everyone,Free,100,4.2,1,0,0.0
Family,31.0,0.0,Teen,Free,5000,2.0,1,0,27.0
Auto And Vehicles,2.7,0.0,Everyone,Free,10000,3.9,1,0,295.0
Social,1.5,0.0,Everyone,Free,5000,3.6,1,0,40.0
Shopping,25.0,0.0,Everyone,Free,1000000,4.1,1,0,23187.0
Game,3.3,0.0,Everyone,Free,10000000,4.5,1,0,375996.0
Family,19.0,0.0,Everyone,Free,1000000,4.1,1,0,3617.0
Shopping,0.0,0.0,Everyone,Free,10000000,4.1,1,0,52896.0
Food And Drink,12.0,0.0,Everyone,Free,5000000,4.1,1,0,32405.0
Food And Drink,15.0,0.0,Everyone,Free,500000,4.5,1,0,9066.0
Education,21.0,0.0,Everyone,Free,1000000,4.3,1,0,14700.0
Productivity,14.0,0.0,Everyone,Free,1000000,4.5,1,0,91397.0
Books And Reference,0.6,0.0,Everyone,Free,1000,4.8,1,0,44.0
Medical,27.0,0.0,Everyone,Free,100,5.0,1,0,1.0
Family,17.0,0.0,Everyone,Free,5000000,4.3,1,0,23772.0
Game,15.0,0.0,Everyone,Free,50000000,4.5,1,0,1375988.0
Family,5.7,0.0,Everyone,Free,100000,3.8,1,0,1123.0
Family,0.0,0.0,Everyone,Free,100000,4.3,1,0,879.0
Family,17.0,4.99,Everyone,Paid,5000,4.5,0,1,359.0
Family,47.0,0.0,Everyone,Free,100000,4.1,1,0,3234.0
Family,23.0,14.99,Teen,Paid,10,4.8,0,1,4.0
Family,23.0,0.0,Teen,Free,1000,4.2,1,0,45.0
Medical,20.0,9.99,Everyone,Paid,100,4.2,0,1,2.0
Family,21.0,0.0,Teen,Free,1000000,3.9,1,0,14754.0
Family,2.7,0.0,Everyone,Free,5000,3.9,1,0,68.0
Family,33.0,0.0,Everyone,Free,100000,4.4,1,0,4756.0
Tools,14.0,0.0,Everyone,Free,5000000,4.3,1,0,77717.0
News And Magazines,0.0,0.0,Everyone,Free,100000,3.6,1,0,1380.0
Food And Drink,17.0,0.0,Everyone,Free,5000000,4.3,1,0,27982.666666666668
Game,20.0,0.0,Everyone,Free,5000000,4.2,1,0,52390.0
Lifestyle,4.6,0.0,Everyone,Free,10000,4.1,1,0,360.0
Parenting,0.0,0.0,Everyone,Free,50000,4.4,1,0,498.0
Family,0.0,7.49,Everyone,Paid,1000,4.7,0,1,30.0
Parenting,18.0,0.0,Everyone,Free,10000,4.4,1,0,39.0
Comics,3.3,0.0,Everyone,Free,100000,4.6,1,0,279.0
Shopping,29.0,0.0,Everyone,Free,1000000,3.8,1,0,18364.0
Finance,22.0,0.0,Everyone,Free,500000,4.3,1,0,5928.0
Game,67.0,0.0,Teen,Free,50000,4.1,1,0,364.0
Game,4.1,0.0,Everyone,Free,50000,4.6,1,0,963.0
Game,20.0,0.0,Everyone,Free,500000,4.2,1,0,6947.0
Game,37.0,0.99,Everyone,Paid,1000,3.5,0,1,23.0
Dating,24.0,0.0,Mature,Free,100000,4.2,1,0,4195.0
Travel And Local,0.0,0.0,Everyone,Free,1000000,4.4,1,0,17915.0
Family,93.0,0.0,Teen,Free,10000000,4.6,1,0,807155.0
Game,93.0,0.0,Teen,Free,10000000,4.6,1,0,807338.0
Family,4.1,0.0,Everyone,Free,100,4.6,1,0,3.0
Tools,2.8,0.0,Everyone,Free,50000,4.2,1,0,455.0
Medical,70.0,0.0,Everyone,Free,5000,4.1,1,0,38.0
Dating,13.0,0.0,Mature,Free,500000,3.9,1,0,8722.5
Family,15.0,0.0,Everyone,Free,10000,4.6,1,0,222.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.4,1,0,228774.5
Productivity,0.0,0.0,Everyone,Free,1000000,4.3,1,0,21866.0
Communication,0.0,0.0,Everyone,Free,5000000,4.4,1,0,63559.5
Family,73.0,0.99,Everyone,Paid,10,5.0,0,1,7.0
Family,47.0,0.0,Everyone,Free,10,5.0,1,0,2.0
Family,44.0,0.0,Everyone,Free,10000000,3.9,1,0,94910.0
Business,10.0,0.0,Everyone,Free,50,3.9,1,0,1.0
Entertainment,39.0,0.0,Teen,Free,1000000,4.1,1,0,21867.0
Entertainment,15.0,0.0,Mature,Free,1000000,4.4,1,0,37000.0
Personalization,0.1,0.99,Everyone,Paid,50,4.2,0,1,6.0
Maps And Navigation,60.0,0.0,Everyone,Free,1000000,3.7,1,0,10562.0
Productivity,3.2,0.0,Everyone,Free,1000,4.6,1,0,16.0
Business,28.0,0.0,Everyone,Free,10000000,4.4,1,0,108741.0
Business,46.0,0.0,Everyone,Free,100000,4.2,1,0,1661.0
Family,0.9,0.0,Everyone,Free,100000,4.1,1,0,321.0
Finance,46.0,0.0,Everyone,Free,5000000,4.0,1,0,78306.0
Finance,42.0,0.0,Everyone,Free,5000000,3.6,1,0,52306.0
Finance,11.0,0.0,Everyone,Free,1000,4.8,1,0,6.0
Finance,38.0,0.0,Everyone,Free,1000000,4.1,1,0,15192.0
Family,74.0,0.0,Everyone,Free,1000000,4.2,1,0,41693.0
Family,24.0,0.0,Everyone,Free,10000,4.4,1,0,36.0
Family,57.0,0.0,Everyone,Free,1000000,4.1,1,0,16111.0
Personalization,5.7,0.0,Everyone,Free,500000,4.4,1,0,6271.0
Auto And Vehicles,5.7,0.0,Everyone,Free,10000,4.6,1,0,534.0
Travel And Local,58.0,0.0,Everyone,Free,1000000,4.3,1,0,64713.0
Maps And Navigation,0.0,0.0,Everyone,Free,5000000,4.5,1,0,65448.0
Lifestyle,22.0,0.0,Everyone,Free,10,4.5,1,0,0.0
Sports,0.3,0.0,Everyone,Free,10000,4.5,1,0,41.0
Communication,37.0,0.0,Everyone,Free,10000,2.7,1,0,560.0
Family,3.3,0.0,Everyone,Free,1000,4.7,1,0,55.0
Communication,27.0,0.0,Teen,Free,1000000,4.8,1,0,34443.0
Medical,28.0,0.0,Everyone,Free,50,1.0,1,0,1.0
Family,97.0,0.0,Teen,Free,100000000,4.6,1,0,23125280.0
Game,97.0,0.0,Teen,Free,100000000,4.6,1,0,23135006.0
Family,26.0,0.0,Everyone,Free,500,4.3,1,0,13.0
Game,61.0,0.0,Everyone,Free,1000,4.3,1,0,6.0
Family,98.0,0.0,Teen,Free,100000000,4.6,1,0,44881447.0
Game,98.0,0.0,Teen,Free,100000000,4.6,1,0,44892805.5
Family,97.0,0.0,Teen,Free,50000000,4.2,1,0,2233681.0
Family,59.0,0.0,Everyone,Free,10000000,4.4,1,0,148536.0
Education,59.0,0.0,Everyone,Free,10000000,4.4,1,0,148549.5
Tools,27.0,0.0,Everyone,Free,5000000,4.0,1,0,85659.0
Family,6.2,0.0,Everyone,Free,100000,4.2,1,0,1749.0
Game,0.0,0.0,Everyone,Free,5000000,4.4,1,0,135739.0
Parenting,38.0,0.0,Everyone,Free,100000,4.8,1,0,1940.0
Medical,29.0,0.0,Everyone,Free,100,4.8,1,0,1.0
Tools,5.1,0.0,Everyone,Free,50000000,4.6,1,0,2246379.0
Tools,0.0,0.0,Everyone,Free,500000000,4.7,1,0,42916526.0
Productivity,6.2,0.0,Everyone,Free,5000000,4.7,1,0,101163.0
Productivity,3.4,0.0,Everyone,Free,100000,4.1,1,0,661.0
Tools,15.0,0.0,Everyone,Free,10000000,3.1,1,0,24151.0
Medical,16.0,0.0,Everyone,Free,50000,4.2,1,0,1746.0
Weather,3.9,0.0,Everyone,Free,10,4.2,1,0,0.0
Business,26.0,0.0,Everyone,Free,1000000,3.8,1,0,5211.0
Weather,0.0,0.0,Everyone,Free,100000,4.0,1,0,634.0
Medical,7.1,0.0,Everyone,Free,5,5.0,1,0,2.0
Medical,3.6,0.0,Everyone,Free,10,5.0,1,0,0.0
Personalization,5.4,0.0,Everyone,Free,100000,3.9,1,0,2852.0
Health And Fitness,11.0,0.0,Everyone,Free,100,5.0,1,0,6.0
Productivity,0.0,0.0,Everyone,Free,500000000,4.1,1,0,282460.0
Books And Reference,19.0,0.0,Everyone,Free,1000000,3.3,1,0,1862.0
Dating,23.0,0.0,Mature,Free,500000,4.1,1,0,11633.0
Medical,28.0,0.0,Everyone,Free,50000,4.4,1,0,3786.0
Shopping,7.3,0.0,Everyone,Free,10000000,4.2,1,0,244141.0
Family,32.0,0.0,Everyone,Free,1000000,2.8,1,0,107441.0
Game,35.0,1.99,Teen,Paid,100000,4.6,0,1,19922.0
Family,46.0,0.0,Teen,Free,100000,4.1,1,0,214.0
Sports,3.2,0.0,Everyone,Free,100,4.1,1,0,10.0
Personalization,20.0,0.0,Everyone,Free,1000,4.1,1,0,8.0
Tools,2.0,0.0,Everyone,Free,1000,1.9,1,0,12.0
Lifestyle,12.0,0.0,Everyone,Free,500,1.9,1,0,0.0
Finance,0.0,0.0,Everyone,Free,10000,4.4,1,0,218.0
Lifestyle,26.0,0.0,Everyone,Free,100000,3.6,1,0,581.0
Shopping,18.0,0.0,Everyone,Free,1000,1.6,1,0,8.0
Finance,30.0,0.0,Everyone,Free,1000,4.4,1,0,5.0
Maps And Navigation,53.0,0.0,Everyone,Free,10000,3.4,1,0,168.0
News And Magazines,21.0,0.0,Everyone,Free,100000,3.9,1,0,4581.0
Medical,10.0,0.0,Everyone,Free,100,3.7,1,0,3.0
Video Players,0.0,0.0,Everyone,Free,10000000,4.4,1,0,239242.0
Tools,0.8,0.0,Everyone,Free,10000,3.9,1,0,146.0
Family,13.0,0.0,Everyone,Free,1000000,3.8,1,0,12414.0
Finance,0.0,0.0,Everyone,Free,500000,4.7,1,0,20535.0
Libraries And Demo,2.5,0.0,Everyone,Free,100000,4.7,1,0,363.0
Photography,31.0,0.0,Everyone,Free,5000000,4.0,1,0,32896.0
Family,24.0,0.0,Everyone,Free,1000000,4.7,1,0,24557.0
Family,8.3,0.0,Everyone,Free,100000,3.1,1,0,305.0
Lifestyle,1.3,0.0,Everyone,Free,100,5.0,1,0,2.0
Personalization,9.9,0.0,Everyone,Free,1000000,4.7,1,0,29485.0
Personalization,0.9,0.99,Everyone,Paid,1000,4.5,0,1,69.0
Tools,0.0,0.0,Everyone,Free,50000000,4.2,1,0,472904.0
Family,12.0,0.0,Everyone,Free,1000,4.0,1,0,42.0
Game,71.0,0.0,Everyone,Free,10000000,4.1,1,0,84911.0
Photography,12.0,0.0,Everyone,Free,10000000,3.8,1,0,167652.0
Family,47.0,0.0,Everyone,Free,500000,2.7,1,0,5706.0
Family,15.0,0.0,Everyone,Free,1000000,4.6,1,0,10247.0
Game,24.0,0.0,Teen,Free,5000000,4.7,1,0,141918.5
Family,34.0,0.0,Everyone,Free,1000000,4.6,1,0,12034.0
Entertainment,19.0,0.0,Everyone,Free,5000000,4.6,1,0,50725.0
Productivity,0.0,0.0,Everyone,Free,100000000,4.6,1,0,2401017.0
House And Home,77.0,0.0,Everyone,Free,1000000,3.4,1,0,3280.0
Art And Design,25.0,0.0,Everyone,Free,500000,4.7,1,0,20260.0
Personalization,9.8,0.0,Everyone,Free,500000,4.3,1,0,2056.0
Entertainment,0.0,0.0,Everyone,Free,10000000,4.5,1,0,787177.0
Family,0.0,0.0,Everyone,Free,10000000,4.5,1,0,787107.0
Family,51.0,0.0,Everyone,Free,5000000,4.4,1,0,12753.0
Family,6.5,0.0,Everyone,Free,100000,4.0,1,0,532.0
Family,0.0,0.0,Everyone,Free,10000000,4.6,1,0,401211.0
Art And Design,14.0,0.0,Everyone,Free,500000,3.9,1,0,967.0
Family,14.0,0.0,Everyone,Free,500000,3.9,1,0,974.0
Beauty,6.7,0.0,Everyone,Free,10000,4.5,1,0,36.0
Game,83.0,0.0,Mature,Free,500000,4.2,1,0,7699.0
Game,39.0,0.0,Teen,Free,100000,4.1,1,0,1019.0
Maps And Navigation,19.0,0.0,Everyone,Free,100000,3.4,1,0,1147.0
Entertainment,19.0,0.0,Teen,Free,1000000,3.9,1,0,22378.0
Comics,10.0,0.0,Teen,Free,100000,3.9,1,0,2181.0
Comics,0.0,0.0,Teen,Free,5000000,4.1,1,0,45651.0
Comics,0.6,0.0,Everyone,Free,100000,3.9,1,0,4496.0
Game,48.0,0.0,Teen,Free,5000000,4.0,1,0,51067.0
Productivity,2.2,0.0,Everyone,Free,1000,3.2,1,0,12.0
Education,15.0,0.0,Everyone,Free,100000,4.0,1,0,835.0
Finance,18.0,0.0,Everyone,Free,10000,4.3,1,0,231.0
Lifestyle,26.0,0.0,Everyone,Free,5000,4.7,1,0,707.0
Family,14.0,0.0,Everyone,Free,10000,4.3,1,0,1311.0
Family,17.0,0.0,Everyone,Free,50000,4.8,1,0,3053.0
Books And Reference,8.4,0.0,Everyone,Free,100,4.8,1,0,0.0
Family,0.0,0.0,Everyone,Free,100000,4.6,1,0,2736.0
Lifestyle,7.7,0.0,Everyone,Free,10000,2.8,1,0,81.0
Business,2.3,0.0,Everyone,Free,1000,2.8,1,0,3.0
Shopping,2.5,0.0,Everyone,Free,10,2.8,1,0,0.0
Maps And Navigation,3.7,0.0,Everyone,Free,10000000,4.3,1,0,286454.0
Medical,21.0,0.0,Everyone,Free,1000,4.1,1,0,90.0
Entertainment,4.5,0.0,Everyone,Free,1000000,4.0,1,0,11656.0
Family,5.7,0.0,Everyone,Free,10000,4.4,1,0,174.0
Family,4.8,0.0,Everyone,Free,1000,4.4,1,0,23.0
Lifestyle,11.0,0.0,Everyone,Free,500,5.0,1,0,19.0
Family,6.8,0.0,Everyone,Free,1000000,4.5,1,0,49381.0
Family,4.4,0.0,Everyone,Free,500000,4.5,1,0,6673.0
Travel And Local,0.0,0.0,Everyone,Free,10000,3.9,1,0,194.0
Medical,4.2,0.0,Everyone,Free,50000,3.1,1,0,253.0
Tools,2.9,0.0,Everyone,Free,10,3.1,1,0,0.0
Communication,0.0,0.0,Everyone,Free,50000000,4.3,1,0,66602.0
Communication,11.0,0.0,Everyone,Free,10000000,4.2,1,0,190613.0
Productivity,7.2,0.0,Everyone,Free,5000000,4.7,1,0,19302.0
Tools,1.2,0.0,Everyone,Free,100,4.0,1,0,1.0
Family,35.0,0.0,Everyone,Free,5000,4.2,1,0,31.0
Tools,8.3,0.0,Everyone,Free,100000,4.1,1,0,1925.0
Tools,8.4,0.0,Everyone,Free,50000,4.3,1,0,514.0
Maps And Navigation,0.2,0.0,Everyone,Free,5000,4.3,1,0,15.0
Tools,2.1,0.0,Everyone,Free,5000,4.4,1,0,51.0
Tools,4.3,0.0,Everyone,Free,10000000,4.4,1,0,90831.0
Family,62.0,0.0,Everyone,Free,50000,3.5,1,0,205.0
Family,23.0,0.0,Everyone,Free,10000000,4.2,1,0,56259.0
Lifestyle,22.0,0.0,Everyone,Free,10000,3.4,1,0,552.0
Food And Drink,0.0,0.0,Teen,Free,5000000,4.1,1,0,46539.0
Entertainment,16.0,0.0,Teen,Free,100000,4.1,1,0,1033.0
Game,82.0,0.0,Everyone,Free,100000000,4.5,1,0,3198020.5
Game,49.0,0.0,Everyone,Free,10000000,4.7,1,0,358817.0
Family,87.0,0.0,Everyone,Free,10000000,4.1,1,0,217736.0
Food And Drink,8.2,0.0,Everyone,Free,10000000,4.5,1,0,131569.0
Food And Drink,13.0,0.0,Everyone,Free,10000000,4.1,1,0,64784.0
Libraries And Demo,28.0,0.0,Everyone,Free,1000000,4.5,1,0,60170.0
Books And Reference,0.0,0.0,Everyone,Free,10000000,4.5,1,0,246315.0
Business,8.7,0.0,Everyone,Free,5000,4.5,1,0,94.0
Game,58.0,0.0,Teen,Free,1000000,4.0,1,0,37789.0
Game,64.0,0.0,Teen,Free,5000000,4.2,1,0,156862.0
Game,46.0,0.0,Teen,Free,1000000,4.1,1,0,63680.0
Maps And Navigation,0.0,0.0,Everyone,Free,1000,3.0,1,0,4.0
Business,6.9,0.0,Everyone,Free,10,3.0,1,0,0.0
Books And Reference,2.3,2.99,Teen,Paid,10,3.0,0,1,7.0
Health And Fitness,48.0,0.0,Everyone,Free,500000,4.6,1,0,10445.0
Health And Fitness,6.1,0.0,Everyone,Free,1000000,4.7,1,0,15674.0
Travel And Local,0.0,0.0,Teen,Free,1000000,4.4,1,0,61776.0
Dating,31.0,0.0,Mature,Free,500000,3.9,1,0,1644.0
Communication,3.4,0.0,Everyone,Free,5000,3.9,1,0,33.0
Game,32.0,0.0,Teen,Free,1000000,4.3,1,0,112565.0
Tools,19.0,0.0,Everyone,Free,500000,4.1,1,0,3446.0
Game,42.0,0.0,Teen,Free,5000000,4.2,1,0,41089.0
Game,43.0,0.0,Teen,Free,10000000,3.9,1,0,145931.0
Game,44.0,0.0,Teen,Free,10000,4.2,1,0,211.0
Game,7.0,0.0,Everyone,Free,100,4.2,1,0,11.0
Shopping,38.0,0.0,Everyone,Free,10000000,4.6,1,0,308234.0
Social,10.0,0.0,Teen,Free,50,4.6,1,0,6.0
Social,8.4,0.0,Everyone,Free,1000000,4.0,1,0,33249.0
Shopping,1.3,0.0,Everyone,Free,100,3.0,1,0,2.0
Shopping,6.1,0.0,Everyone,Free,500000,4.4,1,0,7793.0
Food And Drink,4.0,0.0,Teen,Free,500,4.5,1,0,41.0
Food And Drink,3.9,0.0,Teen,Free,100,4.6,1,0,42.0
Shopping,0.0,0.0,Everyone,Free,1000000,4.2,1,0,24953.0
News And Magazines,38.0,0.0,Teen,Free,10000,3.5,1,0,254.0
Education,0.0,0.0,Everyone,Free,5000000,4.4,1,0,90481.0
Photography,1.8,0.0,Everyone,Free,100000,3.8,1,0,742.0
Game,31.0,0.0,Teen,Free,10000000,4.7,1,0,725897.0
Productivity,25.0,0.0,Everyone,Free,1000000,4.4,1,0,56713.0
Family,2.5,0.0,Everyone,Free,500,4.8,1,0,124.0
Education,0.0,0.0,Everyone,Free,1000000,4.1,1,0,29980.0
Family,0.0,0.0,Everyone,Free,1000000,4.1,1,0,29978.0
Family,22.0,0.0,Everyone,Free,100,5.0,1,0,7.0
Family,77.0,0.0,Everyone,Free,1000000,4.3,1,0,31970.0
Family,2.1,0.0,Everyone,Free,10000,3.2,1,0,85.0
Entertainment,0.0,0.0,Teen,Free,10000000,3.7,1,0,388089.0
Game,30.0,0.0,Everyone,Free,1000,3.8,1,0,17.0
Game,45.0,0.0,Everyone,Free,5000000,4.2,1,0,20364.0
Family,1.6,0.0,Everyone,Free,100000,4.6,1,0,3063.0
Family,13.0,0.0,Teen,Free,10000000,4.0,1,0,267636.0
Family,45.0,0.0,Everyone,Free,500000,4.0,1,0,2936.0
Sports,17.0,0.0,Everyone,Free,5000000,3.9,1,0,47688.0
Game,7.0,0.0,Teen,Free,10000000,4.0,1,0,121082.0
Family,19.0,0.0,Teen,Free,500000,3.3,1,0,8642.0
Business,11.0,0.0,Everyone,Free,10,3.3,1,0,0.0
Business,24.0,0.0,Everyone,Free,1000000,3.7,1,0,23729.0
Lifestyle,13.0,0.0,Everyone,Free,10,3.7,1,0,0.0
Game,80.0,0.0,Teen,Free,5000000,4.4,1,0,201426.0
Lifestyle,4.5,0.0,Teen,Free,100000,4.0,1,0,5208.0
Finance,0.0,0.0,Everyone,Free,10000000,4.7,1,0,706407.0
Finance,11.0,0.0,Everyone,Free,1000000,4.3,1,0,25166.0
Finance,8.4,0.0,Everyone,Free,1000000,4.6,1,0,26587.0
Business,48.0,0.0,Everyone,Free,500000,4.6,1,0,4159.0
Sports,1.5,0.0,Everyone,Free,50,5.0,1,0,17.0
Sports,0.0,0.0,Everyone,Free,50000000,4.5,1,0,838751.5
Communication,5.1,0.0,Everyone,Free,10000000,3.9,1,0,13698.0
Game,93.0,0.0,Teen,Free,500000,4.3,1,0,5785.0
Game,34.0,0.0,Teen,Free,10000000,4.3,1,0,807226.0
Sports,19.0,0.0,Everyone,Free,500000,4.6,1,0,1733.0
Family,5.3,0.0,Everyone,Free,50000,4.7,1,0,2910.0
Medical,1.8,9.99,Teen,Paid,1000,4.4,0,1,17.0
Game,50.0,0.0,Teen,Free,10000000,4.4,1,0,1397944.0
Game,0.0,0.0,Mature,Free,1000000,4.3,1,0,22773.0
Game,29.0,0.0,Teen,Free,5000000,4.3,1,0,144040.0
Game,60.0,0.0,Everyone,Free,100000000,4.5,1,0,4230431.5
Entertainment,0.0,0.0,Teen,Free,10000000,3.7,1,0,310080.5
Family,69.0,0.0,Teen,Free,5000000,4.4,1,0,475020.0
Finance,12.0,0.0,Everyone,Free,10000,4.7,1,0,396.0
Finance,23.0,0.0,Everyone,Free,100,4.7,1,0,1.0
Personalization,0.2,0.0,Everyone,Free,1000,4.7,1,0,19.0
Game,56.0,0.0,Teen,Free,1000000,4.2,1,0,41444.0
Lifestyle,4.9,0.0,Everyone,Free,100000,3.9,1,0,1638.0
Health And Fitness,4.1,0.0,Everyone,Free,100000,4.0,1,0,265.0
Family,50.0,0.0,Teen,Free,1000000,4.3,1,0,59152.0
Finance,2.5,0.0,Everyone,Free,1000,4.3,1,0,4.0
Finance,21.0,0.0,Everyone,Free,50000,4.3,1,0,685.0
Business,5.0,0.0,Everyone,Free,1000000,3.7,1,0,3757.0
Productivity,2.2,0.0,Everyone,Free,10000,2.6,1,0,80.0
Business,3.9,0.0,Everyone,Free,500000,4.5,1,0,4514.5
Family,31.0,0.0,Everyone,Free,1000000,4.0,1,0,3745.0
Family,11.0,0.0,Teen,Free,10,4.0,1,0,0.0
Business,9.7,0.0,Everyone,Free,1,4.0,1,0,0.0
Photography,9.2,0.0,Everyone,Free,1000000,4.1,1,0,7118.0
Family,49.0,0.0,Everyone,Free,100000000,4.4,1,0,2122705.0
Game,49.0,0.0,Everyone,Free,100000000,4.4,1,0,2123587.0
Family,43.0,0.99,Everyone,Paid,1000000,4.6,0,1,61264.0
Personalization,6.4,0.0,Everyone,Free,10000,4.5,1,0,237.0
Family,8.1,0.0,Teen,Free,100000,4.4,1,0,634.0
Family,36.0,0.0,Everyone,Free,1000000,4.0,1,0,10447.0
Lifestyle,3.3,0.0,Everyone,Free,1000,4.0,1,0,3.0
Personalization,5.4,0.0,Everyone,Free,1000000,4.6,1,0,4724.0
Family,83.0,0.0,Everyone,Free,500000,4.4,1,0,6356.0
Family,5.5,0.0,Everyone,Free,1000,4.4,1,0,14.0
Tools,4.3,0.0,Everyone,Free,10000,4.7,1,0,175.0
Productivity,24.0,0.0,Everyone,Free,100,4.7,1,0,3.0
Communication,8.1,0.0,Everyone,Free,100,4.5,1,0,4.0
Health And Fitness,9.4,0.0,Teen,Free,10,4.5,1,0,0.0
Lifestyle,9.3,0.0,Everyone,Free,100,5.0,1,0,2.0
Finance,13.0,0.0,Everyone,Free,5000,4.7,1,0,439.0
Business,5.0,0.0,Everyone,Free,5,4.7,1,0,0.0
Medical,20.0,0.0,Teen,Free,100,5.0,1,0,2.0
News And Magazines,7.1,0.0,Everyone,Free,500,4.5,1,0,27.0
Family,15.0,0.0,Everyone,Free,100,4.8,1,0,17.0
Game,0.0,0.0,Teen,Free,50,4.8,1,0,0.0
Health And Fitness,4.0,0.0,Everyone,Free,500000,4.5,1,0,9116.0
Family,6.4,0.0,Everyone,Free,1000000,4.5,1,0,10159.0
Photography,0.0,0.0,Everyone,Free,100000000,4.4,1,0,2418152.6666666665
Books And Reference,2.1,0.0,Everyone,Free,100,4.4,1,0,0.0
Maps And Navigation,1.4,0.0,Everyone,Free,10000,3.9,1,0,112.0
Finance,0.0,0.0,Everyone,Free,10000,3.4,1,0,295.0
Social,15.0,0.0,Teen,Free,10000,4.2,1,0,226.0
Health And Fitness,9.7,0.0,Teen,Free,100,4.7,1,0,6.0
Game,20.0,0.0,Everyone,Free,5000000,4.7,1,0,541732.0
Game,81.0,1.99,Teen,Paid,100000,4.7,0,1,16851.0
Maps And Navigation,7.7,0.0,Everyone,Free,1000000,4.3,1,0,26014.0
Sports,3.8,0.0,Everyone,Free,10,4.3,1,0,1.0
Books And Reference,4.1,0.0,Everyone,Free,1000,4.3,1,0,13.0
Game,64.0,0.0,Teen,Free,100000,4.2,1,0,951.0
Game,0.0,0.99,Everyone,Paid,1,4.2,0,1,0.0
Lifestyle,2.3,0.0,Everyone,Free,1000,5.0,1,0,6.0
Books And Reference,0.9,0.0,Everyone,Free,1000,5.0,1,0,13.0
Travel And Local,32.0,4.99,Everyone,Paid,50,5.0,0,1,0.0
Finance,30.0,0.0,Everyone,Free,10000,4.3,1,0,85.0
Family,19.0,0.0,Everyone,Free,10,4.3,1,0,0.0
Health And Fitness,40.0,0.0,Everyone,Free,10,4.3,1,0,0.0
Lifestyle,0.0,0.0,Mature,Free,500000,4.1,1,0,5025.0
Travel And Local,8.0,0.0,Everyone,Free,500,4.1,1,0,4.0
Tools,0.2,0.0,Everyone,Free,50000,3.3,1,0,236.0
Maps And Navigation,3.0,0.0,Everyone,Free,10000,3.7,1,0,78.0
Business,6.3,0.0,Everyone,Free,10000,4.2,1,0,100.0
Social,37.0,0.0,Teen,Free,5000,2.4,1,0,37.0
Travel And Local,10.0,0.0,Everyone,Free,1000,2.4,1,0,1.0
Lifestyle,3.2,0.0,Everyone,Free,100,5.0,1,0,5.0
Tools,5.2,0.0,Everyone,Free,500,2.7,1,0,7.0
Productivity,0.1,0.0,Everyone,Free,1000,2.7,1,0,3.0
Maps And Navigation,20.0,0.0,Everyone,Free,10000000,4.0,1,0,119685.0
Business,14.0,0.0,Everyone,Free,100,5.0,1,0,5.0
Tools,2.8,0.0,Everyone,Free,10000,4.3,1,0,824.0
Business,9.4,0.0,Everyone,Free,1000,4.6,1,0,17.0
Maps And Navigation,7.5,0.0,Everyone,Free,500000,3.9,1,0,4569.0
Tools,0.0,0.0,Everyone,Free,10000,4.2,1,0,265.0
Family,3.3,0.0,Everyone,Free,1000,4.6,1,0,37.0
Family,72.0,0.0,Everyone,Free,500000,3.7,1,0,6514.0
Maps And Navigation,10.0,0.0,Everyone,Free,10000,1.9,1,0,179.0
Game,44.0,0.0,Teen,Free,1000,4.5,1,0,33.0
News And Magazines,16.0,0.0,Everyone,Free,10000,4.5,1,0,145.0
Family,47.0,0.0,Everyone,Free,100000,4.0,1,0,3323.0
Family,49.0,0.0,Everyone,Free,1000,4.8,1,0,21.0
Family,96.0,0.0,Teen,Free,500000,4.4,1,0,12639.0
Comics,0.0,0.0,Teen,Free,1000000,4.2,1,0,25672.0
Social,63.0,0.0,Teen,Free,1000,4.9,1,0,117.0
Books And Reference,7.2,0.0,Everyone,Free,5000,3.8,1,0,38.0
Family,59.0,0.0,Teen,Free,10000000,4.5,1,0,355613.0
Maps And Navigation,1.3,0.0,Everyone,Free,10000,3.4,1,0,59.0
Travel And Local,10.0,2.99,Everyone,Paid,5000,4.5,0,1,339.0
Travel And Local,10.0,0.0,Everyone,Free,500000,4.4,1,0,6895.0
Family,2.2,0.0,Mature,Free,100,5.0,1,0,22.0
Books And Reference,3.4,0.0,Everyone,Free,1000,4.2,1,0,20.0
Maps And Navigation,6.9,0.0,Everyone,Free,50000,3.6,1,0,258.0
Family,95.0,0.0,Everyone,Free,5000000,4.3,1,0,43075.0
Game,95.0,0.0,Everyone,Free,5000000,4.3,1,0,43055.0
Travel And Local,18.0,0.0,Everyone,Free,5000,3.1,1,0,16.0
Tools,6.4,0.0,nan,Free,50000,4.1,1,0,1186.0
Game,23.0,0.0,Everyone,Free,500,4.3,1,0,11.0
Photography,16.0,0.0,Everyone,Free,500,5.0,1,0,3.0
Tools,1.7,0.0,Everyone,Free,10000,4.0,1,0,182.0
Tools,1.7,0.99,Everyone,Paid,500,4.6,0,1,82.0
Game,0.0,0.0,Mature,Free,50000000,4.5,1,0,1468614.5
Game,82.0,0.0,Teen,Free,10000000,4.3,1,0,955635.0
